n_rebalances,mean_pnl,std_pnl,mean_standard_error
10,-0.008996678460147603,2.1132374469229034,0.006682643569035558
20,-0.0005069139988598222,1.5101580145065734,0.004775538952598372
40,-0.000597833174784196,1.079374212901467,0.003413280960420137
80,0.003100913473472512,0.7742822543086586,0.002448495475465083
160,0.0029766613316694157,0.5506440741729609,0.0017412894544612543
320,0.0005520842537700765,0.39153621758788404,0.0012381462340249913
640,0.00043056215730485605,0.2787051139615366,0.0008813429556552493
